,ImageID,LabelName,Width,Height
122,apple_fuji_L_12-12_2FR45,특,9.7,8.7
123,apple_fuji_L_12-13_3FR90,특,9.7,8.7
124,apple_fuji_L_12-14_4DI45,특,9.7,8.7
125,apple_fuji_L_12-15_5DI90,특,9.7,8.7
126,apple_fuji_L_12-16_1TOP,특,9.7,8.7
127,apple_fuji_L_12-17_2FR45,특,9.7,8.7
128,apple_fuji_L_12-18_3FR90,특,9.7,8.7
129,apple_fuji_L_12-19_4DI45,특,9.7,8.7
130,apple_fuji_L_12-1_1TOP,특,9.7,8.7
131,apple_fuji_L_12-20_5DI90,특,9.7,8.7
132,apple_fuji_L_12-21_1TOP,특,9.7,8.7
133,apple_fuji_L_12-22_2FR45,특,9.7,8.7
134,apple_fuji_L_12-23_3FR90,특,9.7,8.7
135,apple_fuji_L_12-24_4DI45,특,9.7,8.7
136,apple_fuji_L_12-25_5DI90,특,9.7,8.7
137,apple_fuji_L_12-26_1TOP,특,9.7,8.7
138,apple_fuji_L_12-27_2FR45,특,9.7,8.7
139,apple_fuji_L_12-28_3FR90,특,9.7,8.7
140,apple_fuji_L_12-29_4DI45,특,9.7,8.7
141,apple_fuji_L_12-2_2FR45,특,9.7,8.7
142,apple_fuji_L_12-30_5DI90,특,9.7,8.7
143,apple_fuji_L_12-31_1TOP,특,9.7,8.7
144,apple_fuji_L_12-32_2FR45,특,9.7,8.7
145,apple_fuji_L_12-33_3FR90,특,9.7,8.7
146,apple_fuji_L_12-34_4DI45,특,9.7,8.7
147,apple_fuji_L_12-35_5DI90,특,9.7,8.7
148,apple_fuji_L_12-36_1TOP,특,9.7,8.7
149,apple_fuji_L_12-37_2FR45,특,9.7,8.7
150,apple_fuji_L_12-38_3FR90,특,9.7,8.7
151,apple_fuji_L_12-39_4DI45,특,9.7,8.7
152,apple_fuji_L_12-3_3FR90,특,9.7,8.7
153,apple_fuji_L_12-40_5DI90,특,9.7,8.7
154,apple_fuji_L_12-4_4DI45,특,9.7,8.7
155,apple_fuji_L_12-5_5DI90,특,9.7,8.7
156,apple_fuji_L_12-6_1TOP,특,9.7,8.7
157,apple_fuji_L_12-7_2FR45,특,9.7,8.7
158,apple_fuji_L_12-8_3FR90,특,9.7,8.7
159,apple_fuji_L_12-9_4DI45,특,9.7,8.7
160,apple_fuji_L_13-10_5DI90,특,9.7,9.4
161,apple_fuji_L_13-11_1TOP,특,9.7,9.4
162,apple_fuji_L_13-12_2FR45,특,9.7,9.4
163,apple_fuji_L_13-13_3FR90,특,9.7,9.4
164,apple_fuji_L_13-14_4DI45,특,9.7,9.4
165,apple_fuji_L_13-15_5DI90,특,9.7,9.4
166,apple_fuji_L_13-16_1TOP,특,9.7,9.4
167,apple_fuji_L_13-17_2FR45,특,9.7,9.4
168,apple_fuji_L_13-18_3FR90,특,9.7,9.4
169,apple_fuji_L_13-19_4DI45,특,9.7,9.4
170,apple_fuji_L_13-1_1TOP,특,9.7,9.4
171,apple_fuji_L_13-20_5DI90,특,9.7,9.4
172,apple_fuji_L_13-21_1TOP,특,9.7,9.4
173,apple_fuji_L_13-22_2FR45,특,9.7,9.4
174,apple_fuji_L_13-23_3FR90,특,9.7,9.4
175,apple_fuji_L_13-24_4DI45,특,9.7,9.4
176,apple_fuji_L_13-25_5DI90,특,9.7,9.4
177,apple_fuji_L_13-26_1TOP,특,9.7,9.4
178,apple_fuji_L_13-27_2FR45,특,9.7,9.4
179,apple_fuji_L_13-28_3FR90,특,9.7,9.4
180,apple_fuji_L_13-29_4DI45,특,9.7,9.4
181,apple_fuji_L_13-2_2FR45,특,9.7,9.4
182,apple_fuji_L_13-30_5DI90,특,9.7,9.4
183,apple_fuji_L_13-31_1TOP,특,9.7,9.4
184,apple_fuji_L_13-32_2FR45,특,9.7,9.4
185,apple_fuji_L_13-33_3FR90,특,9.7,9.4
186,apple_fuji_L_13-34_4DI45,특,9.7,9.4
187,apple_fuji_L_13-35_5DI90,특,9.7,9.4
188,apple_fuji_L_13-36_1TOP,특,9.7,9.4
189,apple_fuji_L_13-37_2FR45,특,9.7,9.4
190,apple_fuji_L_13-38_3FR90,특,9.7,9.4
191,apple_fuji_L_13-39_4DI45,특,9.7,9.4
192,apple_fuji_L_13-3_3FR90,특,9.7,9.4
193,apple_fuji_L_13-40_5DI90,특,9.7,9.4
194,apple_fuji_L_13-4_4DI45,특,9.7,9.4
195,apple_fuji_L_13-5_5DI90,특,9.7,9.4
196,apple_fuji_L_13-6_1TOP,특,9.7,9.4
197,apple_fuji_L_13-7_2FR45,특,9.7,9.4
198,apple_fuji_L_13-8_3FR90,특,9.7,9.4
199,apple_fuji_L_13-9_4DI45,특,9.7,9.4
200,apple_fuji_L_14-10_5DI90,특,9.5,9.1
201,apple_fuji_L_14-11_1TOP,특,9.5,9.1
202,apple_fuji_L_14-12_2FR45,특,9.5,9.1
203,apple_fuji_L_14-13_3FR90,특,9.5,9.1
204,apple_fuji_L_14-14_4DI45,특,9.5,9.1
205,apple_fuji_L_14-15_5DI90,특,9.5,9.1
206,apple_fuji_L_14-16_1TOP,특,9.5,9.1
207,apple_fuji_L_14-17_2FR45,특,9.5,9.1
208,apple_fuji_L_14-18_3FR90,특,9.5,9.1
209,apple_fuji_L_14-19_4DI45,특,9.5,9.1
210,apple_fuji_L_14-1_1TOP,특,9.5,9.1
211,apple_fuji_L_14-20_5DI90,특,9.5,9.1
212,apple_fuji_L_14-21_1TOP,특,9.5,9.1
213,apple_fuji_L_14-22_2FR45,특,9.5,9.1
214,apple_fuji_L_14-23_3FR90,특,9.5,9.1
215,apple_fuji_L_14-24_4DI45,특,9.5,9.1
216,apple_fuji_L_14-25_5DI90,특,9.5,9.1
217,apple_fuji_L_14-26_1TOP,특,9.5,9.1
218,apple_fuji_L_14-27_2FR45,특,9.5,9.1
219,apple_fuji_L_14-28_3FR90,특,9.5,9.1
220,apple_fuji_L_14-29_4DI45,특,9.5,9.1
221,apple_fuji_L_14-2_2FR45,특,9.5,9.1
222,apple_fuji_L_14-30_5DI90,특,9.5,9.1
223,apple_fuji_L_14-31_1TOP,특,9.5,9.1
224,apple_fuji_L_14-32_2FR45,특,9.5,9.1
225,apple_fuji_L_14-33_3FR90,특,9.5,9.1
226,apple_fuji_L_14-34_4DI45,특,9.5,9.1
227,apple_fuji_L_14-35_5DI90,특,9.5,9.1
228,apple_fuji_L_14-36_1TOP,특,9.5,9.1
229,apple_fuji_L_14-37_2FR45,특,9.5,9.1
230,apple_fuji_L_14-38_3FR90,특,9.5,9.1
231,apple_fuji_L_14-39_4DI45,특,9.5,9.1
232,apple_fuji_L_14-3_3FR90,특,9.5,9.1
233,apple_fuji_L_14-40_5DI90,특,9.5,9.1
234,apple_fuji_L_14-4_4DI45,특,9.5,9.1
235,apple_fuji_L_14-5_5DI90,특,9.5,9.1
236,apple_fuji_L_14-6_1TOP,특,9.5,9.1
237,apple_fuji_L_14-7_2FR45,특,9.5,9.1
238,apple_fuji_L_14-8_3FR90,특,9.5,9.1
239,apple_fuji_L_14-9_4DI45,특,9.5,9.1
240,apple_fuji_L_15-10_5DI90,특,9.8,8.5
241,apple_fuji_L_15-11_1TOP,특,9.8,8.5
242,apple_fuji_L_15-12_2FR45,특,9.8,8.5
243,apple_fuji_L_15-13_3FR90,특,9.8,8.5
244,apple_fuji_L_15-14_4DI45,특,9.8,8.5
245,apple_fuji_L_15-15_5DI90,특,9.8,8.5
246,apple_fuji_L_15-16_1TOP,특,9.8,8.5
247,apple_fuji_L_15-17_2FR45,특,9.8,8.5
248,apple_fuji_L_15-18_3FR90,특,9.8,8.5
249,apple_fuji_L_15-19_4DI45,특,9.8,8.5
250,apple_fuji_L_15-1_1TOP,특,9.8,8.5
251,apple_fuji_L_15-20_5DI90,특,9.8,8.5
252,apple_fuji_L_15-21_1TOP,특,9.8,8.5
253,apple_fuji_L_15-22_2FR45,특,9.8,8.5
254,apple_fuji_L_15-23_3FR90,특,9.8,8.5
255,apple_fuji_L_15-24_4DI45,특,9.8,8.5
256,apple_fuji_L_15-25_5DI90,특,9.8,8.5
257,apple_fuji_L_15-26_1TOP,특,9.8,8.5
258,apple_fuji_L_15-27_2FR45,특,9.8,8.5
259,apple_fuji_L_15-28_3FR90,특,9.8,8.5
260,apple_fuji_L_15-29_4DI45,특,9.8,8.5
261,apple_fuji_L_15-2_2FR45,특,9.8,8.5
262,apple_fuji_L_15-30_5DI90,특,9.8,8.5
263,apple_fuji_L_15-31_1TOP,특,9.8,8.5
264,apple_fuji_L_15-32_2FR45,특,9.8,8.5
265,apple_fuji_L_15-33_3FR90,특,9.8,8.5
266,apple_fuji_L_15-34_4DI45,특,9.8,8.5
267,apple_fuji_L_15-35_5DI90,특,9.8,8.5
268,apple_fuji_L_15-36_1TOP,특,9.8,8.5
269,apple_fuji_L_15-37_2FR45,특,9.8,8.5
270,apple_fuji_L_15-38_3FR90,특,9.8,8.5
271,apple_fuji_L_15-39_4DI45,특,9.8,8.5
272,apple_fuji_L_15-3_3FR90,특,9.8,8.5
273,apple_fuji_L_15-40_5DI90,특,9.8,8.5
274,apple_fuji_L_15-4_4DI45,특,9.8,8.5
275,apple_fuji_L_15-5_5DI90,특,9.8,8.5
276,apple_fuji_L_15-6_1TOP,특,9.8,8.5
277,apple_fuji_L_15-7_2FR45,특,9.8,8.5
278,apple_fuji_L_15-8_3FR90,특,9.8,8.5
279,apple_fuji_L_15-9_4DI45,특,9.8,8.5
280,apple_fuji_L_16-10_5DI90,특,9.5,9
281,apple_fuji_L_16-11_1TOP,특,9.5,9
282,apple_fuji_L_16-12_2FR45,특,9.5,9
283,apple_fuji_L_16-13_3FR90,특,9.5,9
284,apple_fuji_L_16-14_4DI45,특,9.5,9
285,apple_fuji_L_16-15_5DI90,특,9.5,9
286,apple_fuji_L_16-16_1TOP,특,9.5,9
287,apple_fuji_L_16-17_2FR45,특,9.5,9
288,apple_fuji_L_16-18_3FR90,특,9.5,9
289,apple_fuji_L_16-19_4DI45,특,9.5,9
290,apple_fuji_L_16-1_1TOP,특,9.5,9
291,apple_fuji_L_16-20_5DI90,특,9.5,9
292,apple_fuji_L_16-21_1TOP,특,9.5,9
293,apple_fuji_L_16-22_2FR45,특,9.5,9
294,apple_fuji_L_16-23_3FR90,특,9.5,9
295,apple_fuji_L_16-24_4DI45,특,9.5,9
296,apple_fuji_L_16-25_5DI90,특,9.5,9
297,apple_fuji_L_16-26_1TOP,특,9.5,9
298,apple_fuji_L_16-27_2FR45,특,9.5,9
299,apple_fuji_L_16-28_3FR90,특,9.5,9
300,apple_fuji_L_16-29_4DI45,특,9.5,9
301,apple_fuji_L_16-2_2FR45,특,9.5,9
302,apple_fuji_L_16-30_5DI90,특,9.5,9
303,apple_fuji_L_16-31_1TOP,특,9.5,9
304,apple_fuji_L_16-32_2FR45,특,9.5,9
305,apple_fuji_L_16-33_3FR90,특,9.5,9
306,apple_fuji_L_16-34_4DI45,특,9.5,9
307,apple_fuji_L_16-35_5DI90,특,9.5,9
308,apple_fuji_L_16-36_1TOP,특,9.5,9
309,apple_fuji_L_16-37_2FR45,특,9.5,9
310,apple_fuji_L_16-38_3FR90,특,9.5,9
311,apple_fuji_L_16-39_4DI45,특,9.5,9
312,apple_fuji_L_16-3_3FR90,특,9.5,9
313,apple_fuji_L_16-40_5DI90,특,9.5,9
314,apple_fuji_L_16-4_4DI45,특,9.5,9
315,apple_fuji_L_16-5_5DI90,특,9.5,9
316,apple_fuji_L_16-6_1TOP,특,9.5,9
317,apple_fuji_L_16-7_2FR45,특,9.5,9
318,apple_fuji_L_16-8_3FR90,특,9.5,9
319,apple_fuji_L_16-9_4DI45,특,9.5,9
320,apple_fuji_L_17-10_5DI90,특,10.5,9
321,apple_fuji_L_17-11_1TOP,특,10.5,9
322,apple_fuji_L_17-12_2FR45,특,10.5,9
323,apple_fuji_L_17-13_3FR90,특,10.5,9
324,apple_fuji_L_17-14_4DI45,특,10.5,9
325,apple_fuji_L_17-15_5DI90,특,10.5,9
326,apple_fuji_L_17-16_1TOP,특,10.5,9
327,apple_fuji_L_17-17_2FR45,특,10.5,9
328,apple_fuji_L_17-18_3FR90,특,10.5,9
329,apple_fuji_L_17-19_4DI45,특,10.5,9
330,apple_fuji_L_17-1_1TOP,특,10.5,9
331,apple_fuji_L_17-20_5DI90,특,10.5,9
332,apple_fuji_L_17-21_1TOP,특,10.5,9
333,apple_fuji_L_17-22_2FR45,특,10.5,9
334,apple_fuji_L_17-23_3FR90,특,10.5,9
335,apple_fuji_L_17-24_4DI45,특,10.5,9
336,apple_fuji_L_17-25_5DI90,특,10.5,9
337,apple_fuji_L_17-26_1TOP,특,10.5,9
338,apple_fuji_L_17-27_2FR45,특,10.5,9
339,apple_fuji_L_17-28_3FR90,특,10.5,9
340,apple_fuji_L_17-29_4DI45,특,10.5,9
341,apple_fuji_L_17-2_2FR45,특,10.5,9
342,apple_fuji_L_17-30_5DI90,특,10.5,9
343,apple_fuji_L_17-31_1TOP,특,10.5,9
344,apple_fuji_L_17-32_2FR45,특,10.5,9
345,apple_fuji_L_17-33_3FR90,특,10.5,9
346,apple_fuji_L_17-34_4DI45,특,10.5,9
347,apple_fuji_L_17-35_5DI90,특,10.5,9
348,apple_fuji_L_17-36_1TOP,특,10.5,9
349,apple_fuji_L_17-37_2FR45,특,10.5,9
350,apple_fuji_L_17-38_3FR90,특,10.5,9
351,apple_fuji_L_17-39_4DI45,특,10.5,9
352,apple_fuji_L_17-3_3FR90,특,10.5,9
353,apple_fuji_L_17-40_5DI90,특,10.5,9
354,apple_fuji_L_17-4_4DI45,특,10.5,9
355,apple_fuji_L_17-5_5DI90,특,10.5,9
356,apple_fuji_L_17-6_1TOP,특,10.5,9
357,apple_fuji_L_17-7_2FR45,특,10.5,9
358,apple_fuji_L_17-8_3FR90,특,10.5,9
359,apple_fuji_L_17-9_4DI45,특,10.5,9
360,apple_fuji_L_18-10_5DI90,특,9.5,8.6
361,apple_fuji_L_18-11_1TOP,특,9.5,8.6
362,apple_fuji_L_18-12_2FR45,특,9.5,8.6
363,apple_fuji_L_18-13_3FR90,특,9.5,8.6
364,apple_fuji_L_18-14_4DI45,특,9.5,8.6
365,apple_fuji_L_18-15_5DI90,특,9.5,8.6
366,apple_fuji_L_18-16_1TOP,특,9.5,8.6
367,apple_fuji_L_18-17_2FR45,특,9.5,8.6
368,apple_fuji_L_18-18_3FR90,특,9.5,8.6
369,apple_fuji_L_18-19_4DI45,특,9.5,8.6
370,apple_fuji_L_18-1_1TOP,특,9.5,8.6
371,apple_fuji_L_18-20_5DI90,특,9.5,8.6
372,apple_fuji_L_18-21_1TOP,특,9.5,8.6
373,apple_fuji_L_18-22_2FR45,특,9.5,8.6
374,apple_fuji_L_18-23_3FR90,특,9.5,8.6
375,apple_fuji_L_18-24_4DI45,특,9.5,8.6
376,apple_fuji_L_18-25_5DI90,특,9.5,8.6
377,apple_fuji_L_18-26_1TOP,특,9.5,8.6
378,apple_fuji_L_18-27_2FR45,특,9.5,8.6
379,apple_fuji_L_18-28_3FR90,특,9.5,8.6
380,apple_fuji_L_18-29_4DI45,특,9.5,8.6
381,apple_fuji_L_18-2_2FR45,특,9.5,8.6
382,apple_fuji_L_18-30_5DI90,특,9.5,8.6
383,apple_fuji_L_18-31_1TOP,특,9.5,8.6
384,apple_fuji_L_18-32_2FR45,특,9.5,8.6
385,apple_fuji_L_18-33_3FR90,특,9.5,8.6
386,apple_fuji_L_18-34_4DI45,특,9.5,8.6
387,apple_fuji_L_18-35_5DI90,특,9.5,8.6
388,apple_fuji_L_18-36_1TOP,특,9.5,8.6
389,apple_fuji_L_18-37_2FR45,특,9.5,8.6
390,apple_fuji_L_18-38_3FR90,특,9.5,8.6
391,apple_fuji_L_18-39_4DI45,특,9.5,8.6
392,apple_fuji_L_18-3_3FR90,특,9.5,8.6
393,apple_fuji_L_18-40_5DI90,특,9.5,8.6
394,apple_fuji_L_18-4_4DI45,특,9.5,8.6
395,apple_fuji_L_18-5_5DI90,특,9.5,8.6
396,apple_fuji_L_18-6_1TOP,특,9.5,8.6
397,apple_fuji_L_18-7_2FR45,특,9.5,8.6
398,apple_fuji_L_18-8_3FR90,특,9.5,8.6
399,apple_fuji_L_18-9_4DI45,특,9.5,8.6
400,apple_fuji_L_19-10_5DI90,특,9,8.8
401,apple_fuji_L_19-11_1TOP,특,9,8.8
402,apple_fuji_L_19-12_2FR45,특,9,8.8
403,apple_fuji_L_19-13_3FR90,특,9,8.8
404,apple_fuji_L_19-14_4DI45,특,9,8.8
405,apple_fuji_L_19-15_5DI90,특,9,8.8
406,apple_fuji_L_19-16_1TOP,특,9,8.8
407,apple_fuji_L_19-17_2FR45,특,9,8.8
408,apple_fuji_L_19-18_3FR90,특,9,8.8
409,apple_fuji_L_19-19_4DI45,특,9,8.8
410,apple_fuji_L_19-1_1TOP,특,9,8.8
411,apple_fuji_L_19-20_5DI90,특,9,8.8
412,apple_fuji_L_19-21_1TOP,특,9,8.8
413,apple_fuji_L_19-22_2FR45,특,9,8.8
414,apple_fuji_L_19-23_3FR90,특,9,8.8
415,apple_fuji_L_19-24_4DI45,특,9,8.8
416,apple_fuji_L_19-25_5DI90,특,9,8.8
417,apple_fuji_L_19-26_1TOP,특,9,8.8
418,apple_fuji_L_19-27_2FR45,특,9,8.8
419,apple_fuji_L_19-28_3FR90,특,9,8.8
420,apple_fuji_L_19-29_4DI45,특,9,8.8
421,apple_fuji_L_19-2_2FR45,특,9,8.8
422,apple_fuji_L_19-30_5DI90,특,9,8.8
423,apple_fuji_L_19-31_1TOP,특,9,8.8
424,apple_fuji_L_19-32_2FR45,특,9,8.8
425,apple_fuji_L_19-33_3FR90,특,9,8.8
426,apple_fuji_L_19-34_4DI45,특,9,8.8
427,apple_fuji_L_19-35_5DI90,특,9,8.8
428,apple_fuji_L_19-36_1TOP,특,9,8.8
429,apple_fuji_L_19-37_2FR45,특,9,8.8
430,apple_fuji_L_19-38_3FR90,특,9,8.8
431,apple_fuji_L_19-39_4DI45,특,9,8.8
432,apple_fuji_L_19-3_3FR90,특,9,8.8
433,apple_fuji_L_19-40_5DI90,특,9,8.8
434,apple_fuji_L_19-4_4DI45,특,9,8.8
435,apple_fuji_L_19-5_5DI90,특,9,8.8
436,apple_fuji_L_19-6_1TOP,특,9,8.8
437,apple_fuji_L_19-7_2FR45,특,9,8.8
438,apple_fuji_L_19-8_3FR90,특,9,8.8
439,apple_fuji_L_19-9_4DI45,특,9,8.8
440,apple_fuji_L_2-10_5DI90,특,9.3,8.8
441,apple_fuji_L_2-11_1TOP,특,9.3,8.8
442,apple_fuji_L_2-12_2FR45,특,9.3,8.8
443,apple_fuji_L_2-13_3FR90,특,9.3,8.8
444,apple_fuji_L_2-14_4DI45,특,9.3,8.8
445,apple_fuji_L_2-15_5DI90,특,9.3,8.8
446,apple_fuji_L_2-16_1TOP,특,9.3,8.8
447,apple_fuji_L_2-17_2FR45,특,9.3,8.8
448,apple_fuji_L_2-18_3FR90,특,9.3,8.8
449,apple_fuji_L_2-19_4DI45,특,9.3,8.8
450,apple_fuji_L_2-1_1TOP,특,9.3,8.8
451,apple_fuji_L_2-20_5DI90,특,9.3,8.8
452,apple_fuji_L_2-21_1TOP,특,9.3,8.8
453,apple_fuji_L_2-22_2FR45,특,9.3,8.8
454,apple_fuji_L_2-23_3FR90,특,9.3,8.8
455,apple_fuji_L_2-24_4DI45,특,9.3,8.8
456,apple_fuji_L_2-25_5DI90,특,9.3,8.8
457,apple_fuji_L_2-26_1TOP,특,9.3,8.8
458,apple_fuji_L_2-27_2FR45,특,9.3,8.8
459,apple_fuji_L_2-28_3FR90,특,9.3,8.8
460,apple_fuji_L_2-29_4DI45,특,9.3,8.8
461,apple_fuji_L_2-2_2FR45,특,9.3,8.8
462,apple_fuji_L_2-30_5DI90,특,9.3,8.8
463,apple_fuji_L_2-31_1TOP,특,9.3,8.8
464,apple_fuji_L_2-32_2FR45,특,9.3,8.8
465,apple_fuji_L_2-33_3FR90,특,9.3,8.8
466,apple_fuji_L_2-34_4DI45,특,9.3,8.8
467,apple_fuji_L_2-35_5DI90,특,9.3,8.8
468,apple_fuji_L_2-36_1TOP,특,9.3,8.8
469,apple_fuji_L_2-37_2FR45,특,9.3,8.8
470,apple_fuji_L_2-38_3FR90,특,9.3,8.8
471,apple_fuji_L_2-39_4DI45,특,9.3,8.8
472,apple_fuji_L_2-3_3FR90,특,9.3,8.8
473,apple_fuji_L_2-40_5DI90,특,9.3,8.8
474,apple_fuji_L_2-4_4DI45,특,9.3,8.8
475,apple_fuji_L_2-5_5DI90,특,9.3,8.8
